JRz485_2_afterdeh , 4.11.2023, 20:30
Fixed value(s) :  AC Volt  [Vrms]=1.0000e+00  
 Freq. [Hz]	 Temp. [C]	 Modulus'  	 Modulus''  	 Eps'    	 Eps''   	 Sig' [S/cm]	 Sig'' [S/cm]	Tan(Delta)  	Tan(Phi)  
1.01390e+01	2.50000e+01	3.84990e-02	3.69652e-04	2.59723e+01	2.49376e-01	1.40662e-12	1.40858e-10	9.60160e-03	-1.04149e+02
7.83830e+00	2.50000e+01	3.84443e-02	4.07928e-04	2.60087e+01	2.75976e-01	1.20343e-12	1.09054e-10	1.06109e-02	-9.42429e+01
6.05960e+00	2.50000e+01	3.83818e-02	4.47817e-04	2.60505e+01	3.03942e-01	1.02462e-12	8.44480e-11	1.16674e-02	-8.57087e+01
4.68460e+00	2.50000e+01	3.83215e-02	4.98625e-04	2.60906e+01	3.39481e-01	8.84744e-13	6.53903e-11	1.30116e-02	-7.68543e+01
3.62150e+00	2.50000e+01	3.82494e-02	5.47711e-04	2.61388e+01	3.74294e-01	7.54103e-13	5.06481e-11	1.43195e-02	-6.98350e+01
2.79970e+00	2.50000e+01	3.81675e-02	6.04908e-04	2.61937e+01	4.15139e-01	6.46598e-13	3.92404e-11	1.58488e-02	-6.30963e+01
2.16440e+00	2.50000e+01	3.80757e-02	6.69649e-04	2.62554e+01	4.61761e-01	5.56012e-13	3.04103e-11	1.75873e-02	-5.68592e+01
1.67320e+00	2.50000e+01	3.79729e-02	7.40148e-04	2.63246e+01	5.13106e-01	4.77622e-13	2.35733e-11	1.94915e-02	-5.13044e+01
1.29350e+00	2.50000e+01	3.78675e-02	8.22413e-04	2.63954e+01	5.73259e-01	4.12521e-13	1.82747e-11	2.17181e-02	-4.60444e+01
1.00000e+00	2.50000e+01	3.77439e-02	9.11804e-04	2.64789e+01	6.39667e-01	3.55863e-13	1.41746e-11	2.41576e-02	-4.13948e+01
3.00000e+05	3.00000e+01	3.91054e-02	6.93705e-05	2.55718e+01	4.53628e-02	7.57096e-09	4.10098e-06	1.77394e-03	-5.63718e+02
2.31920e+05	3.00000e+01	3.91020e-02	6.55999e-05	2.55741e+01	4.29046e-02	5.53568e-09	3.17062e-06	1.67766e-03	-5.96068e+02
1.79290e+05	3.00000e+01	3.90909e-02	5.92279e-05	2.55813e+01	3.87591e-02	3.86597e-09	2.45183e-06	1.51513e-03	-6.60008e+02
1.38610e+05	3.00000e+01	3.90849e-02	5.70309e-05	2.55853e+01	3.73330e-02	2.87883e-09	1.89583e-06	1.45916e-03	-6.85327e+02
1.07150e+05	3.00000e+01	3.90776e-02	5.52190e-05	2.55901e+01	3.61603e-02	2.15553e-09	1.46582e-06	1.41306e-03	-7.07683e+02
8.28380e+04	3.00000e+01	3.90678e-02	5.38263e-05	2.55964e+01	3.52659e-02	1.62523e-09	1.13353e-06	1.37776e-03	-7.25813e+02
6.40400e+04	3.00000e+01	3.90602e-02	5.27693e-05	2.56015e+01	3.45869e-02	1.23223e-09	8.76479e-07	1.35097e-03	-7.40206e+02
4.95080e+04	3.00000e+01	3.90523e-02	5.20148e-05	2.56066e+01	3.41062e-02	9.39372e-10	6.77730e-07	1.33193e-03	-7.50792e+02
3.82730e+04	3.00000e+01	3.90531e-02	4.92998e-05	2.56061e+01	3.23246e-02	6.88263e-10	5.23920e-07	1.26238e-03	-7.92156e+02
2.95880e+04	3.00000e+01	3.90415e-02	4.90553e-05	2.56138e+01	3.21835e-02	5.29759e-10	4.05156e-07	1.25649e-03	-7.95866e+02
2.28740e+04	3.00000e+01	3.90347e-02	4.90401e-05	2.56182e+01	3.21846e-02	4.09562e-10	3.13276e-07	1.25632e-03	-7.95976e+02
1.76830e+04	3.00000e+01	3.90276e-02	4.98276e-05	2.56228e+01	3.27133e-02	3.21818e-10	2.42227e-07	1.27673e-03	-7.83253e+02
1.36710e+04	3.00000e+01	3.90200e-02	5.02493e-05	2.56278e+01	3.30031e-02	2.51006e-10	1.87308e-07	1.28778e-03	-7.76528e+02
1.05680e+04	3.00000e+01	3.90122e-02	5.15120e-05	2.56330e+01	3.38460e-02	1.98989e-10	1.44823e-07	1.32041e-03	-7.57341e+02
8.17010e+03	3.00000e+01	3.90027e-02	5.41195e-05	2.56392e+01	3.55764e-02	1.61703e-10	1.11991e-07	1.38758e-03	-7.20678e+02
6.31610e+03	3.00000e+01	3.89938e-02	5.67845e-05	2.56451e+01	3.73455e-02	1.31225e-10	8.65981e-08	1.45624e-03	-6.86698e+02
4.88290e+03	3.00000e+01	3.89855e-02	5.92596e-05	2.56505e+01	3.89898e-02	1.05915e-10	6.69626e-08	1.52004e-03	-6.57877e+02
3.77480e+03	3.00000e+01	3.89843e-02	6.22103e-05	2.56513e+01	4.09337e-02	8.59615e-11	5.17681e-08	1.59578e-03	-6.26654e+02
2.91820e+03	3.00000e+01	3.89710e-02	6.61632e-05	2.56600e+01	4.35645e-02	7.07256e-11	4.00348e-08	1.69776e-03	-5.89013e+02
2.25600e+03	3.00000e+01	3.89613e-02	7.08053e-05	2.56664e+01	4.66442e-02	5.85418e-11	3.09581e-08	1.81732e-03	-5.50260e+02
1.74410e+03	3.00000e+01	3.89502e-02	7.60046e-05	2.56737e+01	5.00977e-02	4.86092e-11	2.39406e-08	1.95133e-03	-5.12472e+02
1.34830e+03	3.00000e+01	3.89382e-02	8.22358e-05	2.56816e+01	5.42384e-02	4.06839e-11	1.85135e-08	2.11195e-03	-4.73495e+02
1.04230e+03	3.00000e+01	3.89258e-02	8.85973e-05	2.56898e+01	5.84714e-02	3.39052e-11	1.43166e-08	2.27606e-03	-4.39356e+02
8.05800e+02	3.00000e+01	3.89105e-02	9.62505e-05	2.56998e+01	6.35720e-02	2.84985e-11	1.10726e-08	2.47364e-03	-4.04263e+02
6.22940e+02	3.00000e+01	3.88956e-02	1.04691e-04	2.57097e+01	6.91997e-02	2.39817e-11	8.56333e-09	2.69158e-03	-3.71529e+02
4.81580e+02	3.00000e+01	3.88793e-02	1.14552e-04	2.57204e+01	7.57816e-02	2.03031e-11	6.62298e-09	2.94636e-03	-3.39402e+02
3.72300e+02	3.00000e+01	3.88693e-02	1.24935e-04	2.57270e+01	8.26925e-02	1.71273e-11	5.12146e-09	3.21423e-03	-3.11116e+02
2.87820e+02	3.00000e+01	3.88508e-02	1.36109e-04	2.57392e+01	9.01742e-02	1.44388e-11	3.96128e-09	3.50338e-03	-2.85439e+02
2.22500e+02	3.00000e+01	3.88258e-02	1.48951e-04	2.57557e+01	9.88088e-02	1.22308e-11	3.06432e-09	3.83639e-03	-2.60662e+02
1.72010e+02	3.00000e+01	3.88021e-02	1.62849e-04	2.57714e+01	1.08160e-01	1.03502e-11	2.37046e-09	4.19691e-03	-2.38271e+02
1.32980e+02	3.00000e+01	3.87768e-02	1.79395e-04	2.57880e+01	1.19304e-01	8.82615e-12	1.83382e-09	4.62634e-03	-2.16154e+02
1.02800e+02	3.00000e+01	3.87448e-02	1.96118e-04	2.58093e+01	1.30641e-01	7.47142e-12	1.41885e-09	5.06180e-03	-1.97558e+02
7.94740e+01	3.00000e+01	3.87160e-02	2.14190e-04	2.58283e+01	1.42891e-01	6.31769e-12	1.09774e-09	5.53233e-03	-1.80756e+02
6.14400e+01	3.00000e+01	3.86855e-02	2.34770e-04	2.58485e+01	1.56866e-01	5.36180e-12	8.49339e-10	6.06868e-03	-1.64780e+02
4.74970e+01	3.00000e+01	3.86490e-02	2.46051e-04	2.58729e+01	1.64714e-01	4.35238e-12	6.57236e-10	6.36630e-03	-1.57077e+02
3.67190e+01	3.00000e+01	3.86167e-02	2.81980e-04	2.58941e+01	1.89079e-01	3.86246e-12	5.08530e-10	7.30202e-03	-1.36948e+02
2.83870e+01	3.00000e+01	3.85709e-02	3.10234e-04	2.59246e+01	2.08517e-01	3.29298e-12	3.93620e-10	8.04320e-03	-1.24329e+02
2.19450e+01	3.00000e+01	3.85262e-02	3.41554e-04	2.59543e+01	2.30098e-01	2.80917e-12	3.04657e-10	8.86550e-03	-1.12797e+02
1.69650e+01	3.00000e+01	3.84723e-02	3.74064e-04	2.59903e+01	2.52702e-01	2.38502e-12	2.35860e-10	9.72294e-03	-1.02850e+02
1.31150e+01	3.00000e+01	3.84157e-02	4.12860e-04	2.60280e+01	2.79728e-01	2.04095e-12	1.82610e-10	1.07472e-02	-9.30478e+01
1.01390e+01	3.00000e+01	3.83511e-02	4.56988e-04	2.60712e+01	3.10663e-01	1.75232e-12	1.41416e-10	1.19159e-02	-8.39213e+01
7.83830e+00	3.00000e+01	3.82840e-02	5.02714e-04	2.61161e+01	3.42936e-01	1.49542e-12	1.09522e-10	1.31312e-02	-7.61545e+01
6.05960e+00	3.00000e+01	3.82103e-02	5.61955e-04	2.61653e+01	3.84811e-01	1.29724e-12	8.48351e-11	1.47069e-02	-6.79952e+01
4.68460e+00	3.00000e+01	3.81352e-02	6.17216e-04	2.62156e+01	4.24298e-01	1.10579e-12	6.57160e-11	1.61849e-02	-6.17858e+01
3.62150e+00	3.00000e+01	3.80430e-02	6.82989e-04	2.62776e+01	4.71763e-01	9.50476e-13	5.09276e-11	1.79531e-02	-5.57008e+01
2.79970e+00	3.00000e+01	3.79378e-02	7.57865e-04	2.63484e+01	5.26349e-01	8.19813e-13	3.94813e-11	1.99765e-02	-5.00588e+01
2.16440e+00	3.00000e+01	3.78268e-02	8.41194e-04	2.64232e+01	5.87600e-01	7.07536e-13	3.06124e-11	2.22380e-02	-4.49680e+01
1.67320e+00	3.00000e+01	3.76959e-02	9.37470e-04	2.65117e+01	6.59329e-01	6.13732e-13	2.37474e-11	2.48693e-02	-4.02102e+01
1.29350e+00	3.00000e+01	3.75616e-02	1.04287e-03	2.66024e+01	7.38597e-01	5.31500e-13	1.84237e-11	2.77643e-02	-3.60175e+01
1.00000e+00	3.00000e+01	3.74094e-02	1.16267e-03	2.67055e+01	8.29997e-01	4.61749e-13	1.43006e-11	3.10797e-02	-3.21754e+01
3.00000e+05	3.50000e+01	3.90735e-02	6.86835e-05	2.55927e+01	4.49869e-02	7.50821e-09	4.10447e-06	1.75780e-03	-5.68892e+02
2.31920e+05	3.50000e+01	3.90697e-02	6.51617e-05	2.55952e+01	4.26886e-02	5.50781e-09	3.17335e-06	1.66783e-03	-5.99581e+02
1.79290e+05	3.50000e+01	3.90579e-02	5.90542e-05	2.56030e+01	3.87108e-02	3.86116e-09	2.45399e-06	1.51197e-03	-6.61390e+02
1.38610e+05	3.50000e+01	3.90517e-02	5.73790e-05	2.56070e+01	3.76246e-02	2.90132e-09	1.89750e-06	1.46931e-03	-6.80592e+02
1.07150e+05	3.50000e+01	3.90449e-02	5.58572e-05	2.56115e+01	3.66396e-02	2.18410e-09	1.46710e-06	1.43059e-03	-6.99012e+02
8.28380e+04	3.50000e+01	3.90348e-02	5.48490e-05	2.56181e+01	3.59969e-02	1.65891e-09	1.13452e-06	1.40513e-03	-7.11677e+02
6.40400e+04	3.50000e+01	3.90274e-02	5.41448e-05	2.56230e+01	3.55482e-02	1.26648e-09	8.77246e-07	1.38735e-03	-7.20796e+02
4.95080e+04	3.50000e+01	3.90196e-02	5.46602e-05	2.56281e+01	3.59009e-02	9.88804e-10	6.78322e-07	1.40084e-03	-7.13857e+02
3.82730e+04	3.50000e+01	3.90193e-02	5.18821e-05	2.56283e+01	3.40767e-02	7.25571e-10	5.24392e-07	1.32965e-03	-7.52076e+02
2.95880e+04	3.50000e+01	3.90078e-02	5.21801e-05	2.56359e+01	3.42927e-02	5.64477e-10	4.05520e-07	1.33768e-03	-7.47560e+02
2.28740e+04	3.50000e+01	3.90000e-02	5.30608e-05	2.56410e+01	3.48855e-02	4.43931e-10	3.13566e-07	1.36053e-03	-7.35005e+02
1.76830e+04	3.50000e+01	3.89924e-02	5.42242e-05	2.56459e+01	3.56641e-02	3.50846e-10	2.42455e-07	1.39063e-03	-7.19096e+02
1.36710e+04	3.50000e+01	3.89840e-02	5.53873e-05	2.56515e+01	3.64449e-02	2.77183e-10	1.87488e-07	1.42077e-03	-7.03844e+02
1.05680e+04	3.50000e+01	3.89729e-02	5.76618e-05	2.56588e+01	3.79630e-02	2.23194e-10	1.44975e-07	1.47953e-03	-6.75888e+02
8.17010e+03	3.50000e+01	3.89646e-02	6.10225e-05	2.56643e+01	4.01929e-02	1.82686e-10	1.12105e-07	1.56610e-03	-6.38528e+02
6.31610e+03	3.50000e+01	3.89558e-02	6.41501e-05	2.56701e+01	4.22720e-02	1.48536e-10	8.66859e-08	1.64674e-03	-6.07260e+02
4.88290e+03	3.50000e+01	3.89454e-02	6.83749e-05	2.56769e+01	4.50799e-02	1.22459e-10	6.70344e-08	1.75566e-03	-5.69586e+02
3.77480e+03	3.50000e+01	3.89427e-02	7.28473e-05	2.56787e+01	4.80353e-02	1.00875e-10	5.18257e-08	1.87063e-03	-5.34580e+02
2.91820e+03	3.50000e+01	3.89278e-02	7.79891e-05	2.56885e+01	5.14651e-02	8.35521e-11	4.00811e-08	2.00343e-03	-4.99144e+02
2.25600e+03	3.50000e+01	3.89160e-02	8.42159e-05	2.56963e+01	5.56078e-02	6.97918e-11	3.09956e-08	2.16404e-03	-4.62098e+02
1.74410e+03	3.50000e+01	3.89033e-02	9.09285e-05	2.57046e+01	6.00794e-02	5.82943e-11	2.39706e-08	2.33730e-03	-4.27844e+02
1.34830e+03	3.50000e+01	3.88888e-02	9.86474e-05	2.57142e+01	6.52278e-02	4.89270e-11	1.85379e-08	2.53665e-03	-3.94221e+02
1.04230e+03	3.50000e+01	3.88720e-02	1.07629e-04	2.57253e+01	7.12285e-02	4.13024e-11	1.43372e-08	2.76881e-03	-3.61166e+02
8.05800e+02	3.50000e+01	3.88563e-02	1.17156e-04	2.57356e+01	7.75958e-02	3.47852e-11	1.10887e-08	3.01511e-03	-3.31663e+02
6.22940e+02	3.50000e+01	3.88380e-02	1.28097e-04	2.57477e+01	8.49222e-02	2.94304e-11	8.57650e-09	3.29824e-03	-3.03192e+02
4.81580e+02	3.50000e+01	3.88185e-02	1.39400e-04	2.57606e+01	9.25082e-02	2.47844e-11	6.63374e-09	3.59107e-03	-2.78468e+02
3.72300e+02	3.50000e+01	3.88044e-02	1.52411e-04	2.57699e+01	1.01216e-01	2.09639e-11	5.13034e-09	3.92768e-03	-2.54603e+02
2.87820e+02	3.50000e+01	3.87775e-02	1.66618e-04	2.57877e+01	1.10803e-01	1.77420e-11	3.96904e-09	4.29676e-03	-2.32733e+02
2.22500e+02	3.50000e+01	3.87508e-02	1.82055e-04	2.58054e+01	1.21236e-01	1.50069e-11	3.07047e-09	4.69809e-03	-2.12852e+02
1.72010e+02	3.50000e+01	3.87233e-02	1.99510e-04	2.58235e+01	1.33048e-01	1.27318e-11	2.37545e-09	5.15218e-03	-1.94092e+02
1.32980e+02	3.50000e+01	3.86928e-02	2.19399e-04	2.58438e+01	1.46541e-01	1.08412e-11	1.83795e-09	5.67027e-03	-1.76358e+02
1.02800e+02	3.50000e+01	3.86571e-02	2.38362e-04	2.58675e+01	1.59501e-01	9.12188e-12	1.42218e-09	6.16605e-03	-1.62178e+02
7.94740e+01	3.50000e+01	3.86207e-02	2.63405e-04	2.58917e+01	1.76589e-01	7.80760e-12	1.10055e-09	6.82030e-03	-1.46621e+02
6.14400e+01	3.50000e+01	3.85816e-02	2.89439e-04	2.59177e+01	1.94434e-01	6.64589e-12	8.51702e-10	7.50200e-03	-1.33298e+02
4.74970e+01	3.50000e+01	3.85379e-02	3.20392e-04	2.59467e+01	2.15713e-01	5.69996e-12	6.59187e-10	8.31370e-03	-1.20283e+02
3.67190e+01	3.50000e+01	3.84967e-02	3.48397e-04	2.59741e+01	2.35067e-01	4.80188e-12	5.10164e-10	9.05004e-03	-1.10497e+02
2.83870e+01	3.50000e+01	3.84410e-02	3.83322e-04	2.60113e+01	2.59378e-01	4.09620e-12	3.94990e-10	9.97171e-03	-1.00284e+02
2.19450e+01	3.50000e+01	3.83819e-02	4.24235e-04	2.60508e+01	2.87940e-01	3.51533e-12	3.05834e-10	1.10530e-02	-9.04730e+01
1.69650e+01	3.50000e+01	3.83211e-02	4.65564e-04	2.60914e+01	3.16986e-01	2.99173e-12	2.36815e-10	1.21490e-02	-8.23111e+01
1.31150e+01	3.50000e+01	3.82515e-02	5.13860e-04	2.61381e+01	3.51132e-01	2.56194e-12	1.83413e-10	1.34337e-02	-7.44394e+01
1.01390e+01	3.50000e+01	3.81723e-02	5.67851e-04	2.61912e+01	3.89621e-01	2.19769e-12	1.42093e-10	1.48760e-02	-6.72223e+01
7.83830e+00	3.50000e+01	3.80877e-02	6.28557e-04	2.62481e+01	4.33170e-01	1.88890e-12	1.10098e-10	1.65029e-02	-6.05954e+01
6.05960e+00	3.50000e+01	3.79979e-02	7.05451e-04	2.63081e+01	4.88424e-01	1.64653e-12	8.53166e-11	1.85655e-02	-5.38633e+01
4.68460e+00	3.50000e+01	3.78991e-02	7.74187e-04	2.63749e+01	5.38775e-01	1.40413e-12	6.61310e-11	2.04276e-02	-4.89534e+01
3.62150e+00	3.50000e+01	3.77878e-02	8.62280e-04	2.64498e+01	6.03557e-01	1.21601e-12	5.12745e-11	2.28190e-02	-4.38231e+01
2.79970e+00	3.50000e+01	3.76554e-02	9.57206e-04	2.65395e+01	6.74638e-01	1.05078e-12	3.97789e-11	2.54202e-02	-3.93389e+01
2.16440e+00	3.50000e+01	3.75172e-02	1.06427e-03	2.66330e+01	7.55516e-01	9.09725e-13	3.08650e-11	2.83676e-02	-3.52514e+01
1.67320e+00	3.50000e+01	3.73569e-02	1.19017e-03	2.67417e+01	8.51974e-01	7.93055e-13	2.39615e-11	3.18594e-02	-3.13879e+01
1.29350e+00	3.50000e+01	3.71868e-02	1.33226e-03	2.68568e+01	9.62170e-01	6.92384e-13	1.86067e-11	3.58260e-02	-2.79127e+01
1.00000e+00	3.50000e+01	3.69987e-02	1.48586e-03	2.69845e+01	1.08369e+00	6.02887e-13	1.44558e-11	4.01599e-02	-2.49005e+01
3.00000e+05	4.00000e+01	3.90403e-02	6.83710e-05	2.56145e+01	4.48584e-02	7.48676e-09	4.10810e-06	1.75129e-03	-5.71007e+02
2.31920e+05	4.00000e+01	3.90371e-02	6.58444e-05	2.56166e+01	4.32078e-02	5.57480e-09	3.17611e-06	1.68671e-03	-5.92869e+02
1.79290e+05	4.00000e+01	3.90262e-02	5.97880e-05	2.56238e+01	3.92556e-02	3.91550e-09	2.45607e-06	1.53200e-03	-6.52742e+02
1.38610e+05	4.00000e+01	3.90200e-02	5.83164e-05	2.56278e+01	3.83014e-02	2.95351e-09	1.89911e-06	1.49453e-03	-6.69109e+02
1.07150e+05	4.00000e+01	3.90126e-02	5.75062e-05	2.56327e+01	3.77837e-02	2.25230e-09	1.46836e-06	1.47404e-03	-6.78407e+02
8.28380e+04	4.00000e+01	3.90031e-02	5.71219e-05	2.56389e+01	3.75494e-02	1.73046e-09	1.13548e-06	1.46455e-03	-6.82805e+02
6.40400e+04	4.00000e+01	3.89952e-02	5.69379e-05	2.56441e+01	3.74437e-02	1.33401e-09	8.77999e-07	1.46013e-03	-6.84872e+02
4.95080e+04	4.00000e+01	3.89863e-02	5.74411e-05	2.56500e+01	3.77918e-02	1.04088e-09	6.78924e-07	1.47337e-03	-6.78718e+02
3.82730e+04	4.00000e+01	3.89864e-02	5.56684e-05	2.56499e+01	3.66252e-02	7.79834e-10	5.24852e-07	1.42789e-03	-7.00334e+02
2.95880e+04	4.00000e+01	3.89750e-02	5.66530e-05	2.56574e+01	3.72948e-02	6.13894e-10	4.05875e-07	1.45357e-03	-6.87961e+02
2.28740e+04	4.00000e+01	3.89662e-02	5.82694e-05	2.56632e+01	3.83763e-02	4.88354e-10	3.13849e-07	1.49538e-03	-6.68725e+02
1.76830e+04	4.00000e+01	3.89578e-02	6.03930e-05	2.56687e+01	3.97920e-02	3.91454e-10	2.42679e-07	1.55021e-03	-6.45072e+02
1.36710e+04	4.00000e+01	3.89485e-02	6.27363e-05	2.56749e+01	4.13559e-02	3.14533e-10	1.87666e-07	1.61075e-03	-6.20828e+02
1.05680e+04	4.00000e+01	3.89365e-02	6.53250e-05	2.56828e+01	4.30889e-02	2.53330e-10	1.45116e-07	1.67773e-03	-5.96042e+02
8.17010e+03	4.00000e+01	3.89269e-02	7.03618e-05	2.56891e+01	4.64339e-02	2.11053e-10	1.12218e-07	1.80753e-03	-5.53240e+02
6.31610e+03	4.00000e+01	3.89162e-02	7.54310e-05	2.56961e+01	4.98067e-02	1.75011e-10	8.67776e-08	1.93829e-03	-5.15918e+02
4.88290e+03	4.00000e+01	3.89052e-02	8.04063e-05	2.57034e+01	5.31220e-02	1.44305e-10	6.71064e-08	2.06673e-03	-4.83857e+02
3.77480e+03	4.00000e+01	3.89004e-02	8.60579e-05	2.57066e+01	5.68697e-02	1.19428e-10	5.18843e-08	2.21226e-03	-4.52025e+02
2.91820e+03	4.00000e+01	3.88834e-02	9.27994e-05	2.57178e+01	6.13782e-02	9.96457e-11	4.01286e-08	2.38661e-03	-4.19005e+02
2.25600e+03	4.00000e+01	3.88690e-02	1.00581e-04	2.57273e+01	6.65741e-02	8.35552e-11	3.10345e-08	2.58768e-03	-3.86446e+02
1.74410e+03	4.00000e+01	3.88538e-02	1.09220e-04	2.57373e+01	7.23486e-02	7.01989e-11	2.40023e-08	2.81104e-03	-3.55740e+02
1.34830e+03	4.00000e+01	3.88363e-02	1.18960e-04	2.57489e+01	7.88717e-02	5.91612e-11	1.85640e-08	3.06311e-03	-3.26465e+02
1.04230e+03	4.00000e+01	3.88183e-02	1.30004e-04	2.57608e+01	8.62738e-02	5.00266e-11	1.43577e-08	3.34904e-03	-2.98593e+02
8.05800e+02	4.00000e+01	3.87959e-02	1.42322e-04	2.57756e+01	9.45576e-02	4.23890e-11	1.11066e-08	3.66849e-03	-2.72591e+02
6.22940e+02	4.00000e+01	3.87740e-02	1.55191e-04	2.57901e+01	1.03224e-01	3.57729e-11	8.59119e-09	4.00246e-03	-2.49847e+02
4.81580e+02	4.00000e+01	3.87494e-02	1.69250e-04	2.58064e+01	1.12717e-01	3.01987e-11	6.64600e-09	4.36781e-03	-2.28948e+02
3.72300e+02	4.00000e+01	3.87313e-02	1.85479e-04	2.58183e+01	1.23640e-01	2.56083e-11	5.14037e-09	4.78885e-03	-2.08818e+02
2.87820e+02	4.00000e+01	3.87033e-02	2.02323e-04	2.58369e+01	1.35064e-01	2.16266e-11	3.97693e-09	5.22754e-03	-1.91294e+02
2.22500e+02	4.00000e+01	3.86680e-02	2.21390e-04	2.58603e+01	1.48061e-01	1.83273e-11	3.07727e-09	5.72540e-03	-1.74660e+02
1.72010e+02	4.00000e+01	3.86336e-02	2.43173e-04	2.58832e+01	1.62917e-01	1.55901e-11	2.38116e-09	6.29434e-03	-1.58873e+02
1.32980e+02	4.00000e+01	3.85967e-02	2.67002e-04	2.59077e+01	1.79223e-01	1.32589e-11	1.84268e-09	6.91774e-03	-1.44556e+02
1.02800e+02	4.00000e+01	3.85554e-02	2.92822e-04	2.59352e+01	1.96974e-01	1.12650e-11	1.42605e-09	7.59485e-03	-1.31668e+02
7.94740e+01	4.00000e+01	3.85095e-02	3.21454e-04	2.59658e+01	2.16747e-01	9.58314e-12	1.10382e-09	8.34740e-03	-1.19798e+02
6.14400e+01	4.00000e+01	3.84616e-02	3.51725e-04	2.59978e+01	2.37745e-01	8.12629e-12	8.54441e-10	9.14483e-03	-1.09351e+02
4.74970e+01	4.00000e+01	3.84091e-02	3.92378e-04	2.60328e+01	2.65944e-01	7.02725e-12	6.61461e-10	1.02157e-02	-9.78881e+01
3.67190e+01	4.00000e+01	3.83583e-02	4.28472e-04	2.60667e+01	2.91171e-01	5.94797e-12	5.12056e-10	1.11702e-02	-8.95236e+01
2.83870e+01	4.00000e+01	3.82889e-02	4.71605e-04	2.61133e+01	3.21639e-01	5.07945e-12	3.96600e-10	1.23170e-02	-8.11883e+01
2.19450e+01	4.00000e+01	3.82223e-02	5.19775e-04	2.61579e+01	3.55715e-01	4.34277e-12	3.07142e-10	1.35988e-02	-7.35362e+01
1.69650e+01	4.00000e+01	3.81402e-02	5.76532e-04	2.62131e+01	3.96240e-01	3.73974e-12	2.37963e-10	1.51161e-02	-6.61545e+01
1.31150e+01	4.00000e+01	3.80577e-02	6.41011e-04	2.62684e+01	4.42443e-01	3.22816e-12	1.84364e-10	1.68431e-02	-5.93714e+01
1.01390e+01	4.00000e+01	3.79605e-02	7.07967e-04	2.63340e+01	4.91132e-01	2.77027e-12	1.42899e-10	1.86501e-02	-5.36190e+01
7.83830e+00	4.00000e+01	3.78566e-02	7.88579e-04	2.64040e+01	5.50014e-01	2.39842e-12	1.10778e-10	2.08307e-02	-4.80061e+01
6.05960e+00	4.00000e+01	3.77413e-02	8.72133e-04	2.64820e+01	6.11950e-01	2.06295e-12	8.59027e-11	2.31082e-02	-4.32748e+01
4.68460e+00	4.00000e+01	3.76197e-02	9.72898e-04	2.65640e+01	6.86982e-01	1.79039e-12	6.66240e-11	2.58614e-02	-3.86677e+01
3.62150e+00	4.00000e+01	3.74755e-02	1.08418e-03	2.66618e+01	7.71333e-01	1.55403e-12	5.17017e-11	2.89303e-02	-3.45659e+01
2.79970e+00	4.00000e+01	3.73168e-02	1.21129e-03	2.67694e+01	8.68926e-01	1.35339e-12	4.01370e-11	3.24597e-02	-3.08074e+01
2.16440e+00	4.00000e+01	3.71392e-02	1.35149e-03	2.68901e+01	9.78529e-01	1.17826e-12	3.11746e-11	3.63899e-02	-2.74802e+01
1.67320e+00	4.00000e+01	3.69431e-02	1.51546e-03	2.70232e+01	1.10853e+00	1.03187e-12	2.42235e-11	4.10215e-02	-2.43775e+01
1.29350e+00	4.00000e+01	3.67318e-02	1.70352e-03	2.71659e+01	1.25988e+00	9.06617e-13	1.88292e-11	4.63771e-02	-2.15624e+01
1.00000e+00	4.00000e+01	3.64923e-02	1.90953e-03	2.73282e+01	1.43000e+00	7.95548e-13	1.46471e-11	5.23270e-02	-1.91106e+01
3.00000e+05	4.50000e+01	3.90057e-02	6.96417e-05	2.56372e+01	4.57733e-02	7.63945e-09	4.11189e-06	1.78542e-03	-5.60091e+02
2.31920e+05	4.50000e+01	3.90014e-02	6.65075e-05	2.56400e+01	4.37228e-02	5.64125e-09	3.17913e-06	1.70526e-03	-5.86422e+02
1.79290e+05	4.50000e+01	3.89912e-02	6.12203e-05	2.56468e+01	4.02681e-02	4.01649e-09	2.45836e-06	1.57011e-03	-6.36900e+02
1.38610e+05	4.50000e+01	3.89852e-02	6.03528e-05	2.56507e+01	3.97098e-02	3.06211e-09	1.90087e-06	1.54810e-03	-6.45954e+02
1.07150e+05	4.50000e+01	3.89771e-02	6.02713e-05	2.56560e+01	3.96727e-02	2.36490e-09	1.46975e-06	1.54633e-03	-6.46693e+02
8.28380e+04	4.50000e+01	3.89665e-02	6.03116e-05	2.56630e+01	3.97207e-02	1.83053e-09	1.13659e-06	1.54778e-03	-6.46086e+02
6.40400e+04	4.50000e+01	3.89580e-02	6.09310e-05	2.56686e+01	4.01462e-02	1.43029e-09	8.78871e-07	1.56402e-03	-6.39379e+02
4.95080e+04	4.50000e+01	3.89493e-02	6.23564e-05	2.56743e+01	4.11037e-02	1.13210e-09	6.79595e-07	1.60096e-03	-6.24624e+02
3.82730e+04	4.50000e+01	3.89480e-02	6.13941e-05	2.56752e+01	4.04720e-02	8.61741e-10	5.25390e-07	1.57631e-03	-6.34393e+02
2.95880e+04	4.50000e+01	3.89353e-02	6.31895e-05	2.56836e+01	4.16828e-02	6.86122e-10	4.06305e-07	1.62294e-03	-6.16168e+02
